date,title,artist,peakPos,lastPos,weeks,rank,change
11/17/90,Don't You Wanna Be Mine,Denise Lopez,86,86,3,100,-14
11/17/90,Heart Of Stone,Taylor Dayne,12,78,16,96,-18
11/17/90,I Don't Love You Anymore,The London Quireboys,76,89,9,99,-10
11/17/90,Love Is A Rock,REO Speedwagon,65,71,6,90,-19
11/17/90,"My, My, My",Johnny Gill,10,76,16,98,-22
11/17/90,Ooops Up,Snap!,35,79,11,97,-18
10/27/90,Breakdown,Seduction,82,82,4,93,-11
10/27/90,Georgia On My Mind,Michael Bolton,36,49,10,90,-41
10/27/90,How Much Love,Vixen,44,89,12,97,-8
10/27/90,If Wishes Came True,Sweet Sensation,1,80,20,91,-11
10/27/90,"King Of Wishful Thinking (From ""Pretty Woman"")",Go West,8,85,24,95,-10
10/27/90,Second Chance,Tyler Collins,53,76,9,98,-22
10/27/90,Slow Love,Doc Box & B. Fresh,51,77,15,87,-10
10/27/90,Thieves In The Temple,Prince,6,67,13,86,-19
10/27/90,Undeniable,Ms. Adventures,73,94,9,100,-6
10/27/90,Vision Of Love,Mariah Carey,1,62,22,75,-13
10/20/90,Can't Stop Falling Into Love,Cheap Trick,12,65,14,86,-21
10/20/90,Come Back To Me,Janet Jackson,2,76,17,90,-14
10/20/90,Hold On,En Vogue,2,86,25,100,-14
10/20/90,Jealous,Gene Loves Jezebel,68,79,10,92,-13
10/20/90,Make You Sweat,Keith Sweat,14,91,21,99,-8
10/20/90,Mentirosa,Mellow Man Ace,14,85,24,98,-13
10/20/90,Tonight,New Kids On The Block,7,73,12,91,-18
10/13/90,"Cradle Of Love (From ""Ford Fairlane"")",Billy Idol,2,65,24,95,-30
10/13/90,Empty Beach,Tricia Leigh Fisher,72,73,8,99,-26
10/13/90,Innocent,The Whispers,55,92,11,96,-4
10/13/90,Rub You The Right Way,Johnny Gill,3,90,23,97,-7
10/13/90,Tell Me Something,Indecent Obsession,31,64,12,100,-36
10/13/90,Violence Of Summer (Love's Taking Over),Duran Duran,64,72,7,93,-21
10/13/90,Won't Talk About It,Beats International,76,94,8,98,-4
9/29/90,All I Do Is Think Of You,Troop,47,84,13,94,-10
9/29/90,Cuts Both Ways,Gloria Estefan,44,77,14,86,-9
9/29/90,First True Love,Tiana,81,91,12,93,-2
9/29/90,I Wanna Get Back With You,Louie Louie,69,69,7,85,-16
9/29/90,I Won't Give Up On You,TKA,65,85,8,96,-11
9/29/90,Possession,Bad English,21,80,17,92,-12
9/29/90,The Girl I Used To Know,Brother Beyond,27,81,15,97,-16
9/29/90,The Other Side,Aerosmith,22,87,15,100,-13
9/29/90,When I'm Back On My Feet Again,Michael Bolton,7,88,19,99,-11
9/22/90,Enjoy The Silence,Depeche Mode,8,89,24,96,-7
9/22/90,How Bad Do You Want It?,Don Henley,48,71,12,94,-23
9/22/90,I Didn't Want To Need You,Heart,23,82,14,98,-16
9/22/90,"It Must Have Been Love (From ""Pretty Woman"")",Roxette,1,93,25,99,-6
9/22/90,Only Women Bleed,Favorite Angel,69,85,7,97,-12
9/22/90,Vogue,Madonna,1,76,24,100,-24
9/15/90,Don't Go Away Mad (Just Go Away),Motley Crue,19,93,16,98,-5
9/15/90,Girls Nite Out,Tyler Collins,6,79,21,94,-15
9/15/90,She Ain't Worth It,Glenn Medeiros Featuring Bobby Brown,1,75,18,95,-20
9/15/90,Stranger To Love,St. Paul,52,86,11,97,-11
9/15/90,Summer Vacation,The Party,72,81,9,91,-10
9/15/90,Talk To Me,Anita Baker,44,91,13,99,-8
8/25/90,Bang Bang,Danger Danger,49,79,13,97,-18
8/25/90,Don't You Come Cryin',Linear,70,86,7,92,-6
8/25/90,"Hearts In Trouble (From ""Days Of Thunder"")",Chicago,75,75,5,87,-12
8/25/90,I Melt With You,Modern English,76,85,17,94,-9
8/25/90,Pure,Lightning Seeds,31,64,15,100,-36
8/25/90,Same Old Look,Jimmy Ryser,78,90,7,99,-9
8/25/90,You Can't Deny It,Lisa Stansfield,14,68,14,95,-27
8/18/90,All Lips N' Hips,Electric Boys,76,82,6,93,-11
8/18/90,Holding My Heart,Bang,93,93,2,100,-7
8/18/90,Holy Water,Bad Company,89,89,6,92,-3
8/18/90,Ready Or Not,After 7,7,74,21,87,-13
8/18/90,Sending All My Love,Linear,5,73,27,91,-18
8/18/90,The Emperor's New Clothes,Sinead O'Connor,60,88,9,96,-8
8/18/90,The Humpty Dance,Digital Underground,11,85,23,88,-3
8/18/90,U Can't Touch This,M.C. Hammer,8,67,17,83,-16
7/28/90,A Dreams A Dream,Soul II Soul,85,86,5,94,-8
7/28/90,"Doubleback (From ""Back To The Future Part III"")",ZZ Top,50,91,11,99,-8
7/28/90,Expression,Salt-N-Pepa,26,93,21,92,1
7/28/90,Kiss This Thing Goodbye,Del Amitri,35,73,11,95,-22
7/28/90,Let Me Be Your Lover,The U-Krew,68,84,8,98,-14
7/28/90,Love Is,Alannah Myles,36,71,13,87,-16
7/28/90,Nicety,Michel'le,29,75,16,88,-13
7/28/90,Ooh La La (I Can't Get Over You),Perfect Gentlemen,10,89,16,97,-8
7/28/90,Up All Night,Slaughter,27,72,14,82,-10
7/28/90,Welcome To The Real World,Jane Child,49,78,9,100,-22
7/21/90,Alright,Janet Jackson,4,65,16,82,-17
7/21/90,Counting The Days,Joey Kid,70,87,12,99,-12
7/21/90,Dare To Fall In Love,Brent Bourgeois,32,76,13,94,-18
7/21/90,Follow My Heartbeat,A'me Lorain,72,74,6,100,-26
7/14/90,Always And Forever,Whistle,35,81,15,89,-8
7/14/90,Bounce Back,Alisha,54,66,8,86,-20
7/14/90,House Of Pain,Faster Pussycat,28,71,21,91,-20
7/14/90,Hungry,Lita Ford,98,0,1,98,New
7/14/90,I Wanna Be Rich,Calloway,2,80,23,100,-20
7/14/90,Rise To It,KISS,81,88,6,99,-11
7/14/90,When I Dream Of You,Tommy Page,42,69,10,95,-26
7/14/90,Your Baby Never Looked Good In Blue,Expose,17,84,16,94,-10
6/30/90,All Around The World,Lisa Stansfield,3,78,22,98,-20
6/30/90,Deadbeat Club,The B-52s,30,64,11,100,-36
6/30/90,Don't Wanna Fall In Love,Jane Child,2,76,21,89,-13
6/30/90,Got To Tell Me Something,Ana,66,81,7,97,-16
6/30/90,How Can We Be Lovers,Michael Bolton,3,72,18,99,-27
6/30/90,Time After Time,Timmy T.,40,83,17,96,-13
6/23/90,All That Glitters Isn't Gold,The Cover Girls,49,85,12,99,-14
6/23/90,Cruising For Bruising,Basia,29,62,12,90,-28
6/23/90,Get A Life,Soul II Soul,54,86,11,93,-7
6/23/90,Here And Now,Luther Vandross,6,72,27,89,-17
6/23/90,If U Were Mine,The U-Krew,24,69,22,97,-28
6/23/90,Love Child,Sweet Sensation,13,73,15,85,-12
6/23/90,Room At The Top,Adam Ant,17,80,16,98,-18
6/23/90,That's The Way Of The World,D-Mob With Cathy Dennis,59,87,9,100,-13
6/23/90,"The Downeaster ""Alexa""",Billy Joel,57,77,8,87,-10
6/23/90,"Tomorrow (A Better You, Better Me)",Quincy Jones With Tevin Campbell,75,75,5,95,-20
6/23/90,What Are You Doing With A Fool Like Me,Joe Cocker,96,0,1,96,New
6/23/90,Whip Appeal,Babyface,6,74,18,92,-18
6/16/90,Black Velvet,Alannah Myles,1,71,24,90,-19
6/16/90,Getting Away With It,Electronic,38,66,12,96,-30
6/16/90,I'll Be Your Everything,Tommy Page,1,68,18,100,-32
6/16/90,Just A Friend,Biz Markie,9,81,22,94,-13
6/16/90,Save Me,Fleetwood Mac,33,86,11,95,-9
6/16/90,Shake,Andrew Ridgeley,77,90,6,98,-8
6/16/90,Take It To Heart,Michael McDonald,98,98,2,99,-1
6/16/90,This & That,Michael Penn,53,62,8,83,-21
6/16/90,When Something Is Wrong With My Baby,Linda Ronstadt (Featuring Aaron Neville),78,89,6,97,-8
6/16/90,Without You,Motley Crue,8,76,17,89,-13
5/26/90,A Little Love,Corey Hart,37,90,11,97,-7
5/26/90,Forever,KISS,8,74,17,90,-16
5/26/90,Hurting Kind (I've Got My Eyes On You),Robert Plant,46,91,10,94,-3
5/26/90,I Wish It Would Rain Down,Phil Collins,3,76,17,100,-24
5/26/90,Moonlight On Water,Laura Branigan,59,82,9,99,-17
5/26/90,Spin That Wheel,Hi Tek 3 Featuring Ya Kid K,69,89,7,96,-7
5/26/90,The Way It Is,Tesla,55,97,12,98,-1
5/19/90,All My Life,Linda Ronstadt (Featuring Aaron Neville),11,76,15,98,-22
5/19/90,Cuts You Up,Peter Murphy,55,62,9,85,-23
5/19/90,Drag My Bad Name Down,The 4 Of Us,77,82,5,100,-18
5/19/90,Lambada,Kaoma,46,89,12,99,-10
5/19/90,Opposites Attract,Paula Abdul (Duet With The Wild Pair),1,92,23,95,-3
5/19/90,Oye Mi Canto (Hear My Voice),Gloria Estefan,48,60,7,84,-24
4/28/90,Got To Get,Leila K With Rob 'N' Raz,48,78,11,93,-15
4/28/90,I Go To Extremes,Billy Joel,6,71,16,99,-28
4/28/90,Keep It Together,Madonna,8,49,13,83,-34
4/28/90,Price Of Love,Bad English,5,75,19,96,-21
4/28/90,Sometimes She Cries,Warrant,20,69,17,94,-25
4/28/90,True Blue Love,Lou Gramm,40,65,11,87,-22
4/28/90,"Wild Women Do (From ""Pretty Woman"")",Natalie Cole,34,57,10,82,-25
4/28/90,You Make Me Feel (Mighty Real),Jimmy Somerville,87,87,4,100,-13
4/21/90,A Face In The Crowd,Tom Petty,46,81,8,93,-12
4/21/90,A Girl Like You,The Smithereens,38,87,20,95,-8
4/21/90,Anytime,McAuley Schenker Group,69,91,10,97,-6
4/21/90,Blue Sky Mine,Midnight Oil,47,69,10,96,-27
4/21/90,Bust A Move,Young M.C.,7,78,39,90,-12
4/21/90,Fly High Michelle,Enuff Z'Nuff,47,82,13,91,-9
4/21/90,I Come Off,Young M.C.,75,75,5,80,-5
4/21/90,Living In Oblivion,Anything Box,65,73,10,81,-8
4/21/90,No Myth,Michael Penn,13,53,16,77,-24
4/21/90,Personal Jesus,Depeche Mode,28,85,20,88,-3
4/21/90,The Deeper The Love,Whitesnake,28,76,14,98,-22
4/21/90,You Can't Get Away,Shana,82,86,5,99,-13
4/21/90,You're The Only Woman,The Brat Pack,36,70,12,100,-30
4/14/90,House Of Broken Love,Great White,83,88,5,99,-11
4/14/90,Summer Rain,Belinda Carlisle,30,83,13,97,-14
4/14/90,Too Late To Say Goodbye,Richard Marx,12,58,13,88,-30
4/14/90,Two To Make It Right,Seduction,2,85,23,100,-15
4/14/90,We Can't Go Wrong,The Cover Girls,8,71,19,93,-22
3/31/90,Advice For The Young At Heart,Tears For Fears,89,89,4,98,-9
3/31/90,Back To Life,Soul II Soul,4,87,28,97,-10
3/31/90,Dirty Deeds,Joan Jett,36,77,10,91,-14
3/31/90,How Am I Supposed To Live Without You,Michael Bolton,1,67,23,84,-17
3/31/90,I Remember You,Skid Row,6,74,20,90,-16
3/31/90,I'll Be There,"Joyce ""Fenderella"" Irby",70,84,7,92,-8
3/31/90,Love Song,Tesla,10,73,27,95,-22
3/31/90,Me So Horny,The 2 Live Crew,26,85,30,93,-8
3/31/90,What Kind Of Man Would I Be?,Chicago,5,68,18,85,-17
3/31/90,You're The Voice,John Farnham,82,97,8,100,-3
3/24/90,Don't Know Much,Linda Ronstadt (Featuring Aaron Neville),2,61,26,81,-20
3/24/90,Downtown Train,Rod Stewart,3,62,18,83,-21
3/24/90,Free Fallin',Tom Petty,7,93,21,98,-5
3/24/90,Janie's Got A Gun,Aerosmith,4,64,18,82,-18
3/24/90,Pump Up The Jam,Technotronic Featuring Felly,2,83,24,99,-16
3/24/90,There's A Party Going On,Yvonne,88,99,9,100,-1
3/17/90,Everything,Jody Watley,4,76,23,98,-22
3/17/90,Got To Have Your Love,Mantronix Featuring Wondress,82,82,4,100,-18
3/17/90,House Of Fire,Alice Cooper,56,78,9,88,-10
3/17/90,Imagination,Xymox,85,85,3,96,-11
3/17/90,Just Between You And Me,Lou Gramm,6,77,21,92,-15
3/17/90,Tell Me Why,Expose,9,65,15,91,-26
3/17/90,Was It Nothing At All,Michael Damian,24,75,21,87,-12
2/24/90,All Nite,Entouch Featuring Keith Sweat,71,71,7,95,-24
2/24/90,Don't Make Me Over,Sybil,20,87,23,98,-11
2/24/90,I Will Survive,SaFire,53,82,11,99,-17
2/24/90,Principal's Office,Young M.C.,33,79,14,97,-18
2/24/90,This One's For The Children,New Kids On The Block,7,81,16,100,-19
2/17/90,Electric Boogie,Marcia Griffiths,51,72,11,85,-13
2/17/90,Going Home,Kenny G,56,73,7,90,-17
2/17/90,Just Like Jesse James,Cher,8,67,18,93,-26
2/17/90,Let Love Rule,Lenny Kravitz,89,91,4,99,-8
2/17/90,Nothin' To Hide,Poco,39,77,12,98,-21
2/17/90,The Angel Song,Great White,30,87,21,100,-13
2/17/90,We Didn't Start The Fire,Billy Joel,1,69,19,94,-25
2/17/90,With Every Beat Of My Heart,Taylor Dayne,5,64,18,83,-19
1/27/90,Angelia,Richard Marx,4,76,17,92,-16
1/27/90,Don't Shut Me Out,Kevin Paige,18,78,24,93,-15
1/27/90,Heart,Neneh Cherry,73,81,8,98,-17
1/27/90,Hide Your Heart,KISS,66,91,10,100,-9
1/27/90,Leave A Light On,Belinda Carlisle,11,84,18,96,-12
1/27/90,Poison,Alice Cooper,7,74,19,99,-25
1/27/90,Pretending,Eric Clapton,55,89,11,97,-8
1/27/90,Right And Hype,Abstrac',89,90,6,94,-4
1/20/90,Didn't I (Blow Your Mind),New Kids On The Block,8,83,19,100,-17
1/20/90,Get On Your Feet,Gloria Estefan,11,81,17,99,-18
1/20/90,I Live By The Groove,Paul Carrack,31,69,13,93,-24
1/20/90,Listen To Your Heart,Roxette,1,79,22,98,-19
1/20/90,Lullaby,The Cure,74,85,8,97,-12
1/20/90,Serious Kinda Girl,Christopher Max,75,82,8,96,-14
1/20/90,The Arms Of Orion,Prince With Sheena Easton,36,74,14,92,-18
1/20/90,Too Hot,Loverboy,84,86,5,94,-8
1/13/90,Cover Girl,New Kids On The Block,2,97,18,95,2
1/13/90,Foolish Heart,Sharon Bryant,90,94,5,98,-4
1/13/90,French Kiss,Lil Louis,50,88,13,96,-8
1/13/90,Gimme Your Good Lovin',Diving For Pearls,84,87,6,94,-7
1/13/90,Girl I Am Searching For You,Stevie B,56,91,15,93,-2
1/13/90,I Didn't Mean To Stay All Night,Starship,75,93,8,100,-7
1/13/90,I Don't Know,Michael Morales,81,90,6,99,-9
1/13/90,Miss You Much,Janet Jackson,1,92,20,97,-5
1/13/90,Rock Wit'cha,Bobby Brown,7,79,21,90,-11
12/30/89,Girl I'm Gonna Miss You,Milli Vanilli,1,95,22,95,0
12/30/89,I Think I Can Beat Mike Tyson,D.J. Jazzy Jeff & The Fresh Prince,58,100,9,100,0
12/30/89,Sold Me Down The River,The Alarm,50,99,13,99,0
12/30/89,Touch Me Tonight,Shooting Star,67,98,9,98,0
12/30/89,When I Looked At Him,Expose,10,96,20,96,0
12/16/89,Dr. Feelgood,Motley Crue,6,72,16,99,-27
12/16/89,I'm Not The Man I Used To Be,Fine Young Cannibals,54,57,6,98,-41
12/16/89,Love In An Elevator,Aerosmith,5,63,16,93,-30
12/16/89,Radar Love,White Lion,59,91,13,100,-9
12/16/89,Sunshine,Dino,23,83,15,94,-11
11/25/89,(You're My One And Only) True Love,Seduction,23,73,21,87,-14
11/25/89,Big Talk,Warrant,93,93,4,97,-4
11/25/89,Cherish,Madonna,2,77,15,99,-22
11/25/89,Don't Ask Me Why,Eurythmics,40,76,9,100,-24
11/25/89,Heaven,Warrant,2,68,19,80,-12
11/25/89,Right Here Waiting,Richard Marx,1,88,21,96,-8
11/25/89,The Same Love,The Jets,87,98,6,98,0
11/25/89,The Way To Your Heart,Soulsister,41,70,10,93,-23
11/18/89,18 And Life,Skid Row,4,74,20,100,-26
11/18/89,Bring It All Back,Grayson Hugh,87,87,4,89,-2
11/18/89,Crossroads,Tracy Chapman,90,90,4,94,-4
11/18/89,Glamour Boys,Living Colour,31,75,13,96,-21
11/18/89,I Love The Bass,Bardeux,68,81,10,91,-10
11/18/89,It's Not Enough,Starship,12,76,16,90,-14
11/18/89,Mixed Emotions,The Rolling Stones,5,57,12,95,-38
11/18/89,Name And Number,Big Noise,97,97,3,97,0
11/18/89,No Souvenirs,Melissa Etheridge,95,98,3,99,-1
10/28/89,Congratulations,Vesta,55,66,8,94,-28
10/28/89,Don't Look Back,Fine Young Cannibals,11,43,12,74,-31
10/28/89,Hungry,Winger,85,89,6,96,-7
10/28/89,I Like It,Dino,7,70,25,87,-17
10/28/89,"My Fantasy (From ""Do The Right Thing"")",Teddy Riley Featuring Guy,62,71,6,84,-13
10/28/89,One,Bee Gees,7,60,14,92,-32
10/28/89,Partyman,Prince,18,51,10,76,-25
10/28/89,Runnin' Down A Dream,Tom Petty,23,69,14,97,-28
10/28/89,Touch The Fire,Icehouse,84,84,4,100,-16
10/28/89,We Could Be Together,Debbie Gibson,71,82,6,93,-11
10/21/89,Edie (Ciao Baby),The Cult,93,93,4,97,-4
10/21/89,Kisses On The Wind,Neneh Cherry,8,50,14,74,-24
10/21/89,Love Cries,Stage Dolls,46,91,13,98,-7
10/21/89,"On Our Own (From ""Ghostbusters II"")",Bobby Brown,2,72,20,85,-13
10/21/89,Puss N' Boots/These Boots (Are Made For Walkin'),Kon Kan,58,81,8,99,-18
10/21/89,Put Your Mouth On Me,Eddie Murphy,27,79,13,95,-16
10/21/89,Soul Provider,Michael Bolton,17,75,17,88,-13
10/21/89,Talk It Over,Grayson Hugh,19,89,18,100,-11
10/21/89,The End Of The Innocence,Don Henley,8,90,18,94,-4
10/14/89,"Batdance (From ""Batman"")",Prince,1,85,18,95,-10
10/14/89,Friends,Jody Watley With Eric B. & Rakim,9,81,18,98,-17
10/14/89,I Don't Want A Lover,Texas,77,88,6,100,-12
10/14/89,No Big Deal,Love And Rockets,82,84,4,96,-12
10/14/89,Right Back Where We Started From,Sinitta,84,92,4,99,-7
10/14/89,Secret Rendezvous,Karyn White,6,68,21,87,-19
10/14/89,Stand Up,Underworld,67,79,8,97,-18
9/30/89,Don't Say You Love Me,Billy Squier,58,86,15,97,-11
9/30/89,Forget Me Not,Bad English,45,78,11,100,-22
9/30/89,Headed For A Heartbreak,Winger,19,75,18,99,-24
9/30/89,If You Don't Know Me By Now,Simply Red,1,72,22,92,-20
9/30/89,Lay All Your Love On Me,Information Society,83,89,8,95,-6
9/30/89,Love's About to Change My Heart,Donna Summer,85,85,3,98,-13
9/30/89,Sacred Emotion,Donny Osmond,13,69,16,87,-18
9/30/89,So Alive,Love And Rockets,3,73,20,83,-10
9/30/89,Toy Soldiers,Martika,1,76,20,85,-9
9/30/89,When The Radio Is On,Paul Shaffer,81,90,8,96,-6
9/23/89,Dressed For Success,Roxette,14,90,18,99,-9
9/23/89,I'm That Type Of Guy,LL Cool J,15,73,16,96,-23
9/23/89,Little Fighter,White Lion,52,76,14,91,-15
9/23/89,Me Myself And I,De La Soul,34,95,17,100,-5
9/23/89,Oh Daddy,Adrian Belew,58,74,8,97,-23
9/23/89,On The Line,Tangier,67,75,7,93,-18
9/23/89,Smooth Up,BulletBoys,71,88,10,94,-6
9/23/89,The Prisoner,Howard Jones,30,67,13,98,-31
9/23/89,This One,Paul McCartney,94,94,3,95,-1
9/16/89,Baby Don't Forget My Number,Milli Vanilli,1,72,21,87,-15
9/16/89,Closer To Fine,Indigo Girls,52,76,9,86,-10
9/16/89,Express Yourself,Madonna,2,85,16,98,-13
9/16/89,Gypsy Road,Cinderella,51,64,7,81,-17
9/16/89,Hey Baby,Henry Lee Summer,18,87,18,99,-12
9/16/89,Hooked On You,Sweet Sensation,23,63,28,80,-17
9/16/89,In My Eyes,Stevie B,37,71,17,78,-7
9/16/89,Lay Your Hands On Me,Bon Jovi,7,69,16,82,-13
9/16/89,Let The Day Begin,The Call,51,82,9,97,-15
9/16/89,No More Rhyme,Debbie Gibson,17,79,14,100,-21
9/16/89,Walkin' Shoes,Tora Tora,86,90,6,92,-2
9/16/89,"Wind Beneath My Wings (From ""Beaches"")",Bette Midler,1,86,29,93,-7
8/26/89,Good Thing,Fine Young Cannibals,1,45,17,79,-34
8/26/89,Into The Night,Benny Mardones,11,78,37,96,-18
8/26/89,My Paradise,The Outfield,72,81,6,90,-9
8/26/89,Nature Of Love,Waterfront,70,70,5,87,-17
8/26/89,Nightrain,Guns N' Roses,93,94,5,99,-5
8/26/89,Right Next To Me,Whistle,60,86,13,97,-11
8/26/89,Send Me An Angel '89,Real Life,26,72,16,84,-12
8/26/89,That's When I Think Of You,1927,100,0,1,100,New
8/26/89,What You Don't Know,Expose,8,60,15,88,-28
8/19/89,Close My Eyes Forever,Lita Ford (Duet With Ozzy Osbourne),8,89,25,91,-2
8/19/89,Come Home With Me Baby,Dead Or Alive,69,83,8,92,-9
8/19/89,I'll Be Loving You (Forever),New Kids On The Block,1,69,21,89,-20
8/19/89,"In Your Eyes (Theme From ""Say Anything"")",Peter Gabriel,26,70,28,82,-12
8/19/89,"It Isn't, It Wasn't, It Ain't Never Gonna Be",Aretha Franklin/Whitney Houston,41,47,8,85,-38
8/19/89,Joy And Pain,Rob Base & D.J. E-Z Rock,58,91,13,96,-5
8/19/89,Miss You Like Crazy,Natalie Cole,7,54,19,79,-25
8/19/89,Tell Me I'm Not Dreaming,Robert Palmer,60,68,8,100,-32
8/19/89,The Doctor,The Doobie Brothers,9,66,14,97,-31
7/29/89,Coming Home,Cinderella,20,76,17,94,-18
7/29/89,Cry,Waterfront,10,66,17,98,-32
7/29/89,Dancing In Heaven (Orbital Be-Bop),Q-feel,75,77,7,91,-14
7/29/89,I'll Be There For You,Bon Jovi,1,87,22,100,-13
7/29/89,My Brave Face,Paul McCartney,25,57,10,80,-23
7/29/89,Stop!,Erasure,97,97,2,99,-2
7/29/89,We Can Last Forever,Chicago,55,80,12,87,-7
7/22/89,"After All (Love Theme From ""Chances Are"")",Cher & Peter Cetera,6,84,20,88,-4
7/22/89,All I Want Is You,U2,83,83,4,89,-6
7/22/89,Be With You,The Bangles,30,66,12,84,-18
7/22/89,Everlasting Love,Howard Jones,12,81,19,99,-18
7/22/89,Fascination Street,The Cure,46,79,11,100,-21
7/22/89,Love Train,Holly Johnson,65,69,6,94,-25
7/22/89,Soldier Of Love,Donny Osmond,2,76,18,95,-19
7/22/89,Veronica,Elvis Costello,19,73,14,98,-25
7/22/89,Yo No Se,Pajama Party,75,85,10,93,-8
7/15/89,Cuddly Toy (Feel For Me),Roachford,25,90,14,96,-6
7/15/89,I Want It All,Queen,50,83,10,94,-11
7/15/89,Moonlight On Water,Kevin Raleigh,60,75,9,97,-22
7/15/89,My One Temptation,Mica Paris,97,99,4,99,0
7/15/89,Nothin (That Compares 2 U),The Jacksons,77,98,7,100,-2
7/15/89,Pop Singer,John Mellencamp,15,78,12,93,-15
7/15/89,Real Love,Jody Watley,2,76,18,86,-10
7/15/89,Thinking Of You,SaFire,12,86,24,95,-9
7/15/89,You Are The One,TKA,91,94,7,98,-4
6/24/89,A Shoulder To Cry On,Tommy Page,29,89,20,98,-9
6/24/89,Darlin' I,Vanessa Williams,88,88,4,100,-12
6/24/89,Electric Youth,Debbie Gibson,11,71,13,96,-25
6/24/89,Little Jackie Wants To Be A Star,Lisa Lisa And Cult Jam,29,75,11,95,-20
6/24/89,Through The Storm,Aretha Franklin & Elton John,16,57,11,89,-32
6/24/89,Voices Of Babylon,The Outfield,25,81,14,99,-18
6/24/89,Waiting Game,Swing Out Sister,86,86,4,91,-5
6/17/89,Cult Of Personality,Living Colour,13,61,15,83,-22
6/17/89,Downtown,One 2 Many,37,68,13,95,-27
6/17/89,Giving Up On Love,Rick Astley,38,63,10,100,-37
6/17/89,I Like,Guy,70,87,7,97,-10
6/17/89,Room To Move,Animotion,9,86,18,94,-8
6/17/89,Round & Round,New Order,64,77,9,92,-15
6/17/89,Stop,Sam Brown,65,82,10,90,-8
6/17/89,The Look,Roxette,1,66,19,93,-27
6/17/89,Youth Gone Wild,Skid Row,99,99,2,99,0
5/27/89,"Birthday Suit (From ""Sing"")",Johnny Kemp,36,77,14,89,-12
5/27/89,Lost In Your Eyes,Debbie Gibson,1,84,19,99,-15
5/27/89,My Heart Can't Tell You No,Rod Stewart,4,79,25,96,-17
5/27/89,One,Metallica,35,89,15,95,-6
5/27/89,Rocket,Def Leppard,12,56,13,79,-23
5/27/89,Seeing Is Believing,Mike + The Mechanics,62,70,6,100,-30
5/27/89,Somebody Like You,Robbie Nevil,63,95,11,98,-3
5/27/89,Stand,R.E.M.,6,74,19,88,-14
5/27/89,Superwoman,Karyn White,8,86,18,97,-11
5/27/89,The Different Story (World Of Lust And Crime),Peter Schilling,61,81,10,92,-11
5/20/89,Dreamin',Vanessa Williams,8,76,20,92,-16
5/20/89,Straight Up,Paula Abdul,1,78,25,90,-12
5/20/89,The Living Years,Mike + The Mechanics,1,69,20,100,-31
5/20/89,Wild Thing,Tone-Loc,2,82,25,93,-11
5/20/89,You Ain't Seen Nothing Yet,Figures On A Beach,67,87,7,99,-12
5/20/89,You Got It,Roy Orbison,9,58,18,96,-38
5/20/89,Your Mama Don't Dance,Poison,10,65,14,98,-33
5/13/89,Good Life,Inner City,73,96,11,100,-4
5/13/89,Hearts On Fire,Steve Winwood,53,79,9,95,-16
5/13/89,Orinoco Flow (Sail Away),Enya,24,59,17,83,-24
5/13/89,The Love In Your Eyes,Eddie Money,24,87,18,97,-10
5/13/89,Walk The Dinosaur,Was (Not Was),7,78,16,99,-21
5/13/89,When Love Comes To Town,U2 With B.B. King,68,77,7,86,-9
5/13/89,You Got It (The Right Stuff),New Kids On The Block,3,71,26,90,-19
5/13/89,You're Not Alone,Chicago,10,86,17,98,-12
4/29/89,Baby Baby,Eighth Wonder,84,84,5,93,-9
4/29/89,Don't Tell Me Lies,Breathe,10,70,16,91,-21
4/29/89,Driven Out,The Fixx,55,79,10,97,-18
4/29/89,Feels So Good,Van Halen,35,89,14,99,-10
4/29/89,Roni,Bobby Brown,3,82,17,100,-18
4/29/89,Similar Features,Melissa Etheridge,94,94,4,96,-2
4/29/89,"Surrender To Me (From ""Tequila Sunrise"")",Ann Wilson & Robin Zander,6,85,19,98,-13
4/29/89,Tribute (Right On),The Pasadenas,52,56,10,95,-39
4/29/89,Walking Through Walls,The Escape Club,81,83,6,89,-6
4/22/89,Come Out Fighting,Easterhouse,82,82,4,91,-9
4/22/89,Cryin',Vixen,22,70,13,97,-27
4/22/89,I Beg Your Pardon,Kon Kan,15,63,18,86,-23
4/22/89,It's Only Love,Simply Red,57,69,9,99,-30
4/22/89,Radio Romance,Tiffany,35,65,9,98,-33
4/22/89,Run To Paradise,Choirboys,80,92,7,96,-4
4/22/89,The Lover In Me,Sheena Easton,2,79,25,100,-21
4/15/89,Dial My Heart,The Boys,13,84,19,99,-15
4/15/89,Do You Believe In Shame?,Duran Duran,72,72,5,87,-15
4/15/89,I Wanna Have Some Fun,Samantha Fox,8,82,23,96,-14
4/15/89,She Wants To Dance With Me,Rick Astley,6,83,18,100,-17
4/15/89,She Won't Talk To Me,Luther Vandross,30,71,12,98,-27
4/15/89,When I'm With You,Sheriff,1,76,28,84,-8
3/25/89,All This Time,Tiffany,6,70,21,82,-12
3/25/89,Angel Of Harlem,U2,14,82,15,100,-18
3/25/89,Got It Made,"Crosby, Stills, Nash & Young",69,88,8,99,-11
3/25/89,Never Had A Lot To Lose,Cheap Trick,75,84,6,93,-9
3/25/89,Tell Her,Kenny Loggins,76,93,8,94,-1
3/25/89,The Last Mile,Cinderella,36,68,10,91,-23
3/25/89,This Time,Kiara (Duet With Shanice Wilson),78,78,5,98,-20
3/18/89,All She Wants Is,Duran Duran,22,67,13,99,-32
